Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,docs\concepts\logging\samples\client\LoggingClient.csproj,File,docs\concepts\logging\samples\client\Program.cs,6,0,T:System.Uri,,,,,"var clientTransport = new HttpClientTransport(new()  {      Endpoint = new Uri(endpoint),      TransportMode = HttpTransportMode.StreamableHttp,  });"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,docs\concepts\logging\samples\client\LoggingClient.csproj,File,docs\concepts\logging\samples\client\Program.cs,6,0,M:System.Uri.#ctor(System.String),,,,,"var clientTransport = new HttpClientTransport(new()  {      Endpoint = new Uri(endpoint),      TransportMode = HttpTransportMode.StreamableHttp,  });"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,docs\concepts\logging\samples\client\LoggingClient.csproj,File,docs\concepts\logging\samples\client\Program.cs,6,0,T:System.Uri,,,,,"var clientTransport = new HttpClientTransport(new()  {      Endpoint = new Uri(endpoint),      TransportMode = HttpTransportMode.StreamableHttp,  });"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,samples\LongRunningTasks\LongRunningTasks.csproj,File,samples\LongRunningTasks\LongRunningTasks.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,samples\LongRunningTasks\LongRunningTasks.csproj,File,samples\LongRunningTasks\Tools\TaskTools.cs,23,8,M:System.TimeSpan.FromMinutes(System.Int64),,,,,"return taskStore.CreateTaskAsync(              new McpTaskMetadata { TimeToLive = TimeSpan.FromMinutes(10) },              context.JsonRpcRequest.Id!,              context.JsonRpcRequest,              context.Server.SessionId,              cancellationToken);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,samples\LongRunningTasks\LongRunningTasks.csproj,File,samples\LongRunningTasks\FileBasedMcpTaskStore.cs,43,8,M:System.TimeSpan.FromSeconds(System.Int64),,,,,_executionTime = executionTime ?? TimeSpan.FromSeconds(5);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,samples\LongRunningTasks\LongRunningTasks.csproj,File,samples\LongRunningTasks\FileBasedMcpTaskStore.cs,43,8,M:System.TimeSpan.FromSeconds(System.Int64),,,,,_executionTime = executionTime ?? TimeSpan.FromSeconds(5);
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,tests\ModelContextProtocol.Analyzers.Tests\ModelContextProtocol.Analyzers.Tests.csproj,File,tests\ModelContextProtocol.Analyzers.Tests\ModelContextProtocol.Analyzers.Tests.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\ModelContextProtocol.AspNetCore\ModelContextProtocol.AspNetCore.csproj,File,src\ModelContextProtocol.AspNetCore\ModelContextProtocol.AspNetCore.csproj,,,,,,,,Current target framework: net10.0;net9.0;net8.0 Recommended target framework: net10.0;net9.0;net8.0;net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\ModelContextProtocol.AspNetCore\ModelContextProtocol.AspNetCore.csproj,File,src\ModelContextProtocol.AspNetCore\Authentication\McpAuthenticationOptions.cs,37,43,T:System.Uri,,,,,set;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\ModelContextProtocol.AspNetCore\ModelContextProtocol.AspNetCore.csproj,File,src\ModelContextProtocol.AspNetCore\Authentication\McpAuthenticationOptions.cs,37,38,T:System.Uri,,,,,get;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\ModelContextProtocol.AspNetCore\ModelContextProtocol.AspNetCore.csproj,File,src\ModelContextProtocol.AspNetCore\Authentication\McpAuthenticationOptions.cs,37,4,T:System.Uri,,,,,public Uri? ResourceMetadataUri
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\ModelContextProtocol.AspNetCore\ModelContextProtocol.AspNetCore.csproj,File,src\ModelContextProtocol.AspNetCore\Authentication\McpAuthenticationHandler.cs,131,4,T:System.Uri,,,,,private static string GetConfiguredResourceMetadataPath(Uri resourceMetadataUri)
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\ModelContextProtocol.AspNetCore\ModelContextProtocol.AspNetCore.csproj,File,src\ModelContextProtocol.AspNetCore\Authentication\McpAuthenticationHandler.cs,135,12,P:System.Uri.AbsolutePath,,,,,return resourceMetadataUri.AbsolutePath;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\ModelContextProtocol.AspNetCore\ModelContextProtocol.AspNetCore.csproj,File,src\ModelContextProtocol.AspNetCore\Authentication\McpAuthenticationHandler.cs,102,4,T:System.Uri,,,,,private bool IsConfiguredEndpointRequest(Uri resourceMetadataUri)
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\ModelContextProtocol.AspNetCore\ModelContextProtocol.AspNetCore.csproj,File,src\ModelContextProtocol.AspNetCore\Authentication\McpAuthenticationHandler.cs,88,8,T:System.Uri,,,,,"if (Options.ResourceMetadataUri is Uri resourceMetadataUri)          {              if (resourceMetadataUri.IsAbsoluteUri)              {                  return resourceMetadataUri.ToString();              }                var separator = resourceMetadataUri.OriginalString.StartsWith('/') ? """" : ""/"";              return $""{Request.Scheme}://{Request.Host.ToUriComponent()}{Request.PathBase}{separator}{resourceMetadataUri.OriginalString}"";          }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\ModelContextProtocol.AspNetCore\ModelContextProtocol.AspNetCore.csproj,File,src\ModelContextProtocol.AspNetCore\Authentication\McpAuthenticationHandler.cs,41,4,T:System.Uri,,,,,private async Task<bool> HandleConfiguredResourceMetadataRequestAsync(Uri resourceMetadataUri)
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\ModelContextProtocol.AspNetCore\ModelContextProtocol.AspNetCore.csproj,File,src\ModelContextProtocol.AspNetCore\Authentication\McpAuthenticationHandler.cs,33,8,T:System.Uri,,,,,if (Options.ResourceMetadataUri is Uri configuredUri)          {              return HandleConfiguredResourceMetadataRequestAsync(configuredUri);          }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\ModelContextProtocol.AspNetCore\ModelContextProtocol.AspNetCore.csproj,File,src\ModelContextProtocol.AspNetCore\IdleTrackingBackgroundService.cs,38,12,M:System.TimeSpan.FromSeconds(System.Int64),,,,,"using var timer = new PeriodicTimer(TimeSpan.FromSeconds(5), timeProvider);"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,,,Microsoft.AspNetCore.Authentication.JwtBearer 10.0.7,,,,,"Microsoft.AspNetCore.Authentication.JwtBearer, 10.0.7  Recommendation:  Remove Microsoft.AspNetCore.Authentication.JwtBearer, and replace with new package Microsoft.AspNetCore.Authentication.JwtBearer 10.0.8"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,,,Microsoft.Extensions.Caching.Memory 10.0.7,,,,,"Microsoft.Extensions.Caching.Memory, 10.0.7  Recommendation:  Remove Microsoft.Extensions.Caching.Memory, and replace with new package Microsoft.Extensions.Caching.Memory 10.0.8"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,,,Microsoft.Extensions.Logging 10.0.7,,,,,"Microsoft.Extensions.Logging, 10.0.7  Recommendation:  Remove Microsoft.Extensions.Logging, and replace with new package Microsoft.Extensions.Logging 10.0.8"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,,,Microsoft.Extensions.Logging.Console 10.0.7,,,,,"Microsoft.Extensions.Logging.Console, 10.0.7  Recommendation:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.8"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,,,,,,,,Current target framework: net10.0;net9.0;net8.0 Recommended target framework: net10.0;net9.0;net8.0;net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\ServerConformanceTests.cs,172,8,M:System.TimeSpan.FromMinutes(System.Int64),,,,,using var cts = new CancellationTokenSource(TimeSpan.FromMinutes(5));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\ServerConformanceTests.cs,42,8,M:System.TimeSpan.FromSeconds(System.Int64),,,,,var timeout = TimeSpan.FromSeconds(30);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\ClientConformanceTests.cs,111,8,M:System.TimeSpan.FromMinutes(System.Int64),,,,,using var cts = new CancellationTokenSource(TimeSpan.FromMinutes(5));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\Common\Utils\NodeHelpers.cs,122,12,P:System.Diagnostics.ProcessStartInfo.Environment,,,,,"startInfo.Environment[""COMPlus_DbgEnableMiniDump""] = ""0"";"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\Common\Utils\NodeHelpers.cs,121,12,P:System.Diagnostics.ProcessStartInfo.Environment,,,,,"startInfo.Environment[""DOTNET_DbgEnableMiniDump""] = ""0"";"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\OAuth\TokenCacheTests.cs,165,8,T:System.Uri,,,,,"await using var transport = new HttpClientTransport(new()          {              Endpoint = new(McpServerUrl),              OAuth = new()              {                  ClientId = ""demo-client"",                  ClientSecret = ""demo-secret"",                  RedirectUri = new Uri(""http://localhost:1179/callback""),                  AuthorizationRedirectDelegate = (uri, redirect, ct) =>                  {                      authDelegateCalledAgain = true;                      return HandleAuthorizationUrlAsync(uri, redirect, ct);                  },                  TokenCache = tokenCache              },          }, HttpClient, LoggerFactory);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\OAuth\TokenCacheTests.cs,165,8,M:System.Uri.#ctor(System.String),,,,,"await using var transport = new HttpClientTransport(new()          {              Endpoint = new(McpServerUrl),              OAuth = new()              {                  ClientId = ""demo-client"",                  ClientSecret = ""demo-secret"",                  RedirectUri = new Uri(""http://localhost:1179/callback""),                  AuthorizationRedirectDelegate = (uri, redirect, ct) =>                  {                      authDelegateCalledAgain = true;                      return HandleAuthorizationUrlAsync(uri, redirect, ct);                  },                  TokenCache = tokenCache              },          }, HttpClient, LoggerFactory);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\OAuth\TokenCacheTests.cs,165,8,T:System.Uri,,,,,"await using var transport = new HttpClientTransport(new()          {              Endpoint = new(McpServerUrl),              OAuth = new()              {                  ClientId = ""demo-client"",                  ClientSecret = ""demo-secret"",                  RedirectUri = new Uri(""http://localhost:1179/callback""),                  AuthorizationRedirectDelegate = (uri, redirect, ct) =>                  {                      authDelegateCalledAgain = true;                      return HandleAuthorizationUrlAsync(uri, redirect, ct);                  },                  TokenCache = tokenCache              },          }, HttpClient, LoggerFactory);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\OAuth\TokenCacheTests.cs,165,8,T:System.Uri,,,,,"await using var transport = new HttpClientTransport(new()          {              Endpoint = new(McpServerUrl),              OAuth = new()              {                  ClientId = ""demo-client"",                  ClientSecret = ""demo-secret"",                  RedirectUri = new Uri(""http://localhost:1179/callback""),                  AuthorizationRedirectDelegate = (uri, redirect, ct) =>                  {                      authDelegateCalledAgain = true;                      return HandleAuthorizationUrlAsync(uri, redirect, ct);                  },                  TokenCache = tokenCache              },          }, HttpClient, LoggerFactory);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\OAuth\TokenCacheTests.cs,165,8,M:System.Uri.#ctor(System.String),,,,,"await using var transport = new HttpClientTransport(new()          {              Endpoint = new(McpServerUrl),              OAuth = new()              {                  ClientId = ""demo-client"",                  ClientSecret = ""demo-secret"",                  RedirectUri = new Uri(""http://localhost:1179/callback""),                  AuthorizationRedirectDelegate = (uri, redirect, ct) =>                  {                      authDelegateCalledAgain = true;                      return HandleAuthorizationUrlAsync(uri, redirect, ct);                  },                  TokenCache = tokenCache              },          }, HttpClient, LoggerFactory);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\OAuth\TokenCacheTests.cs,165,8,T:System.Uri,,,,,"await using var transport = new HttpClientTransport(new()          {              Endpoint = new(McpServerUrl),              OAuth = new()              {                  ClientId = ""demo-client"",                  ClientSecret = ""demo-secret"",                  RedirectUri = new Uri(""http://localhost:1179/callback""),                  AuthorizationRedirectDelegate = (uri, redirect, ct) =>                  {                      authDelegateCalledAgain = true;                      return HandleAuthorizationUrlAsync(uri, redirect, ct);                  },                  TokenCache = tokenCache              },          }, HttpClient, LoggerFactory);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\OAuth\TokenCacheTests.cs,135,8,T:System.Uri,,,,,"await using var setupTransport = new HttpClientTransport(new()          {              Endpoint = new(McpServerUrl),              OAuth = new()              {                  ClientId = ""demo-client"",                  ClientSecret = ""demo-secret"",                  RedirectUri = new Uri(""http://localhost:1179/callback""),                  AuthorizationRedirectDelegate = (uri, redirect, ct) =>                  {                      authDelegateCalledInitially = true;                      return HandleAuthorizationUrlAsync(uri, redirect, ct);                  },                  TokenCache = tokenCache,              },          }, HttpClient, LoggerFactory);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\OAuth\TokenCacheTests.cs,135,8,M:System.Uri.#ctor(System.String),,,,,"await using var setupTransport = new HttpClientTransport(new()          {              Endpoint = new(McpServerUrl),              OAuth = new()              {                  ClientId = ""demo-client"",                  ClientSecret = ""demo-secret"",                  RedirectUri = new Uri(""http://localhost:1179/callback""),                  AuthorizationRedirectDelegate = (uri, redirect, ct) =>                  {                      authDelegateCalledInitially = true;                      return HandleAuthorizationUrlAsync(uri, redirect, ct);                  },                  TokenCache = tokenCache,              },          }, HttpClient, LoggerFactory);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\OAuth\TokenCacheTests.cs,135,8,T:System.Uri,,,,,"await using var setupTransport = new HttpClientTransport(new()          {              Endpoint = new(McpServerUrl),              OAuth = new()              {                  ClientId = ""demo-client"",                  ClientSecret = ""demo-secret"",                  RedirectUri = new Uri(""http://localhost:1179/callback""),                  AuthorizationRedirectDelegate = (uri, redirect, ct) =>                  {                      authDelegateCalledInitially = true;                      return HandleAuthorizationUrlAsync(uri, redirect, ct);                  },                  TokenCache = tokenCache,              },          }, HttpClient, LoggerFactory);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\OAuth\TokenCacheTests.cs,135,8,T:System.Uri,,,,,"await using var setupTransport = new HttpClientTransport(new()          {              Endpoint = new(McpServerUrl),              OAuth = new()              {                  ClientId = ""demo-client"",                  ClientSecret = ""demo-secret"",                  RedirectUri = new Uri(""http://localhost:1179/callback""),                  AuthorizationRedirectDelegate = (uri, redirect, ct) =>                  {                      authDelegateCalledInitially = true;                      return HandleAuthorizationUrlAsync(uri, redirect, ct);                  },                  TokenCache = tokenCache,              },          }, HttpClient, LoggerFactory);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\OAuth\TokenCacheTests.cs,135,8,M:System.Uri.#ctor(System.String),,,,,"await using var setupTransport = new HttpClientTransport(new()          {              Endpoint = new(McpServerUrl),              OAuth = new()              {                  ClientId = ""demo-client"",                  ClientSecret = ""demo-secret"",                  RedirectUri = new Uri(""http://localhost:1179/callback""),                  AuthorizationRedirectDelegate = (uri, redirect, ct) =>                  {                      authDelegateCalledInitially = true;                      return HandleAuthorizationUrlAsync(uri, redirect, ct);                  },                  TokenCache = tokenCache,              },          }, HttpClient, LoggerFactory);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\OAuth\TokenCacheTests.cs,135,8,T:System.Uri,,,,,"await using var setupTransport = new HttpClientTransport(new()          {              Endpoint = new(McpServerUrl),              OAuth = new()              {                  ClientId = ""demo-client"",                  ClientSecret = ""demo-secret"",                  RedirectUri = new Uri(""http://localhost:1179/callback""),                  AuthorizationRedirectDelegate = (uri, redirect, ct) =>                  {                      authDelegateCalledInitially = true;                      return HandleAuthorizationUrlAsync(uri, redirect, ct);                  },                  TokenCache = tokenCache,              },          }, HttpClient, LoggerFactory);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,tests\ModelContextProtocol.AspNetCore.Tests\ModelContextProtocol.AspNetCore.Tests.csproj,File,tests\ModelContextProtocol.AspNetCore.Tests\OAuth\TokenCacheTests.cs,103,8,T:System.Uri,,,,,"await using var transport = new HttpClientTransport(new()          {              Endpoint = new(McpServerUrl),              OAuth = new()              {                  ClientId = ""demo-client"",                  ClientSecret = ""demo-secret"",                  RedirectUri = new Uri(""http://localhost:1179/callback""),                  AuthorizationRedirectDelegate = (uri, redirect, ct) =>                  {                      authDelegateCalled = true;                      return HandleAuthorizationUrlAsync(uri, redirect, ct);                  },                  TokenCache = tokenCache,              },          }, HttpClient, LoggerFactory);"
